position,name,lastName,age,country,gender,wealthSource,industry,worth,worthChange,realTimeWorth,realTimePosition,image 
1212,Wang Wenjing,Wang,53,China,M,business software,Technology,2100.0,0.0,,1055,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=44&cropY2=787
1213,Ye Cheng,Ye,56,China,M,conglomerate,Diversified,2100.0,0.0,,1188,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=44&cropY2=787
1214,Zhu Gongshan,Zhu,60,China,M,solar panel materials,Manufacturing,2100.0,0.0,,1233,https://specials-images.forbesimg.com/imageserve/6f98bef92dfa940abaa376847526947c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810
1215,Antti Aarnio-Wihuri,Aarnio-Wihuri,78,Finland,M,diversified,Diversified,2000.0,0.0,,1301,https://specials-images.forbesimg.com/imageserve/58b739304bbe6f0e5587d172/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=176&cropY2=920
1216,S. Daniel Abraham,Abraham,93,United States,M,Slim-Fast,Food and Beverage,2000.0,0.0,,1204,https://specials-images.forbesimg.com/imageserve/face056db8f0401bbb4ab99b79acfefb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1217,Joao Alves de Queiroz Filho,Alves de Queiroz Filho,65,Brazil,M,pharmaceuticals,Diversified,2000.0,0.0,,1507,https://specials-images.forbesimg.com/imageserve/face056db8f0401bbb4ab99b79acfefb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1218,Mika Anttonen,Anttonen,51,Finland,M,oil & gas,Energy,2000.0,0.0,,1287,https://specials-images.forbesimg.com/imageserve/58b061b1a7ea431f321a1929/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823
1219,Thor Bjorgolfsson,Bjorgolfsson,51,Iceland,M,investments,Diversified,2000.0,0.0,,1277,https://specials-images.forbesimg.com/imageserve/5a7e7c394bbe6f2652f52b10/416x416.jpg?background=000000&cropX1=1086&cropX2=3000&cropY1=23&cropY2=1936
1220,Andrei Bokarev,Bokarev,51,Russia,M,"metals, mining",Manufacturing,2000.0,0.0,,1296,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703
1221,Bernhard Braun-Luedicke,Braun-Luedicke,41,Germany,M,medical technology,Healthcare,2000.0,0.0,,1265,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703
1222,Eva Maria Braun-Luedicke,Braun-Luedicke,31,Germany,F,medical technology,Healthcare,2000.0,0.0,,1266,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703
1223,Friederike Braun-Luedicke,Braun-Luedicke,34,Germany,F,medical technology,Healthcare,2000.0,0.0,,1267,https://specials-images.forbesimg.com/imageserve/5a80916731358e4955ad29bf/416x416.jpg?background=000000&cropX1=1235&cropX2=3932&cropY1=8&cropY2=2703
1224,Ron Burkle,Burkle,65,United States,M,"supermarkets, investments",Finance and Investments,2000.0,0.0,,1067,https://specials-images.forbesimg.com/imageserve/55fab50ee4b0ffa7afe4aef8/416x416.jpg?background=000000&cropX1=127&cropX2=744&cropY1=60&cropY2=677
1225,Vivek Chand Burman,Burman,81,India,M,consumer goods,Food and Beverage,2000.0,0.0,,1146,https://specials-images.forbesimg.com/imageserve/5a7f564631358e4955ad1c11/416x416.jpg?background=000000&cropX1=339&cropX2=1931&cropY1=300&cropY2=1893
1226,Chen Yung-Tai,Chen,82,Taiwan,M,real estate,Real Estate,2000.0,0.0,,1276,https://specials-images.forbesimg.com/imageserve/250aa73982fb534adec6178d9b3218ff/416x416.jpg?background=000000&cropX1=126&cropX2=550&cropY1=409&cropY2=833
1227,James Clark,Clark,74,United States,M,"Netscape, investments",Technology,2000.0,0.001,,1153,https://specials-images.forbesimg.com/imageserve/59de798131358e542c039ef4/416x416.jpg?background=000000&cropX1=524&cropX2=1382&cropY1=252&cropY2=1111
1228,Christopher Cline,Cline,59,United States,M,coal,Energy,2000.0,0.0,,1262,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropX1=621&cropX2=1842&cropY1=330&cropY2=1551
1229,Alexandra Daitch,Daitch,55,United States,F,Cargill,Food and Beverage,2000.0,0.0,,1220,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropX1=621&cropX2=1842&cropY1=330&cropY2=1551
1230,Dong Wei,Dong,47,China,M,pharmaceuticals,Healthcare,2000.0,0.0,,799,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropX1=621&cropX2=1842&cropY1=330&cropY2=1551
1231,Fritz Draexlmaier,Draexlmaier,,Germany,M,auto parts,Automotive,2000.0,0.0,,1387,https://specials-images.forbesimg.com/imageserve/4918482bf6002ee65717261954ba7148/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=44&cropY2=788
1232,Glenn Dubin,Dubin,61,United States,M,hedge funds,Finance and Investments,2000.0,0.0,,1219,https://specials-images.forbesimg.com/imageserve/5a8dfd08a7ea431690141099/416x416.jpg?background=000000&cropX1=1452&cropX2=2856&cropY1=438&cropY2=1841
1233,Robert Duggan,Duggan,74,United States,M,pharmaceuticals,Healthcare,2000.0,-0.001,,1257,https://specials-images.forbesimg.com/imageserve/e3fd6b2d18ee5fda5cb316a7cea561d6/416x416.jpg?background=000000&cropX1=155&cropX2=551&cropY1=61&cropY2=457
1234,Jayme Garfinkel,Garfinkel,72,Brazil,M,insurance,Finance and Investments,2000.0,0.0,,1452,https://specials-images.forbesimg.com/imageserve/5a7b7e7fa7ea43169012eeaa/416x416.jpg?background=000000&cropX1=0&cropX2=2740&cropY1=22&cropY2=2760
1235,Sam Goi,Goi,69,Singapore,M,frozen foods,Food and Beverage,2000.0,-0.681,,1314,https://specials-images.forbesimg.com/imageserve/5a80f48da7ea431690133ed6/416x416.jpg?background=000000&cropX1=2072&cropX2=4724&cropY1=446&cropY2=3099
1236,Thomas Hagen,Hagen,82,United States,M,insurance,Finance and Investments,2000.0,0.0,,1170,https://specials-images.forbesimg.com/imageserve/5a80f48da7ea431690133ed6/416x416.jpg?background=000000&cropX1=2072&cropX2=4724&cropY1=446&cropY2=3099
1237,Carlos Hank Rhon,Hank Rhon,70,Mexico,M,banking,Diversified,2000.0,0.0,,1247,https://specials-images.forbesimg.com/imageserve/5a7fcbf031358e4955ad2203/416x416.jpg?background=000000&cropX1=176&cropX2=1009&cropY1=100&cropY2=933
1238,Christoph Henkel,Henkel,60,Germany,M,consumer goods,Fashion & Retail,2000.0,0.0,,1282,https://specials-images.forbesimg.com/imageserve/5a7e0e534bbe6f2652f5252d/416x416.jpg?background=000000&cropX1=0&cropX2=2546&cropY1=745&cropY2=3290
1239,Hu Kaijun,Hu,56,China,M,pharmaceuticals,Healthcare,2000.0,0.0,,895,https://specials-images.forbesimg.com/imageserve/5a7e0e534bbe6f2652f5252d/416x416.jpg?background=000000&cropX1=0&cropX2=2546&cropY1=745&cropY2=3290
1240,Huang Yi,Huang,56,Hong Kong,M,auto distribution,Automotive,2000.0,0.0,,917,https://specials-images.forbesimg.com/imageserve/601330d5e69781741753b1f2f5975025/416x416.jpg?background=000000&cropX1=52&cropX2=333&cropY1=13&cropY2=294
1241,Ramesh Juneja,Juneja,62,India,M,pharmaceuticals,Healthcare,2000.0,0.0,,1346,https://specials-images.forbesimg.com/imageserve/59cc15df4bbe6f37dd9f9282/416x416.jpg?background=000000&cropX1=479&cropX2=2410&cropY1=4&cropY2=1936
1242,Bruce Karsh,Karsh,62,United States,M,private equity,Finance and Investments,2000.0,0.0,,1258,https:http://specials-images.forbesimg.com/imageserve/37cb3c5439cefb35fd4e59b7834e34a8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=139&cropY2=883
1243,Henry Laufer,Laufer,72,United States,M,hedge funds,Finance and Investments,2000.0,0.0,,1237,https:http://specials-images.forbesimg.com/imageserve/37cb3c5439cefb35fd4e59b7834e34a8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=139&cropY2=883
1244,Lee Boo-Jin,Lee,47,South Korea,F,"computer services, tourism",Service,2000.0,0.001,,1339,https://specials-images.forbesimg.com/imageserve/5b15aa2ba7ea436b547f5eb6/416x416.jpg?background=000000&cropX1=184&cropX2=1758&cropY1=7&cropY2=1582
1245,Lee Jay-Hyun,Lee,58,South Korea,M,"food products, entertainment",Diversified,2000.0,0.0,,1393,https://specials-images.forbesimg.com/imageserve/5b15aaed4bbe6f74868b9095/416x416.jpg?background=000000&cropX1=14&cropX2=1304&cropY1=94&cropY2=1384
1246,Wolfgang Leitner,Leitner,65,Austria,M,engineering,Construction & Engineering,2000.0,0.0,,1355,https://specials-images.forbesimg.com/imageserve/5a7b76eda7ea43169012ee06/416x416.jpg?background=000000&cropX1=593&cropX2=3244&cropY1=11&cropY2=2660
1247,Li Ge,Li,51,China,M,biotech,Healthcare,2000.0,0.0,,584,https://specials-images.forbesimg.com/imageserve/5a87528931358e4955ada79d/416x416.jpg?background=000000&cropX1=364&cropX2=2000&cropY1=583&cropY2=2220
1248,Harald Link,Link,63,Thailand,M,diversified,Diversified,2000.0,0.0,,1605,https://specials-images.forbesimg.com/imageserve/57434b7d4bbe6f636185778a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854
1249,Liu Ming Hui,Liu,55,China,M,natural gas distribution,Energy,2000.0,0.0,,858,https://specials-images.forbesimg.com/imageserve/5a7cda0fa7ea431690130b75/416x416.jpg?background=000000&cropX1=1126&cropX2=3692&cropY1=63&cropY2=2627
1250,Jeffrey Lurie,Lurie,66,United States,M,Philadelphia Eagles,Sports,2000.0,0.0,,1201,https://specials-images.forbesimg.com/imageserve/5a8dfde131358e4955ae0037/416x416.jpg?background=000000&cropX1=665&cropX2=2589&cropY1=84&cropY2=2007
1251,Ma Xingtian,Ma,48,China,M,pharmaceuticals,Healthcare,2000.0,-0.001,,1098,https://specials-images.forbesimg.com/imageserve/53248972c5824d9bcf7c7db5aecfbf2d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
1252,Sarah MacMillan,MacMillan,64,United States,F,Cargill,Food and Beverage,2000.0,0.0,,1223,https://specials-images.forbesimg.com/imageserve/53248972c5824d9bcf7c7db5aecfbf2d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
1253,Howard Marks,Marks,72,United States,M,private equity,Finance and Investments,2000.0,0.001,,1273,https://specials-images.forbesimg.com/imageserve/59de733931358e542c039e6f/416x416.jpg?background=000000&cropX1=817&cropX2=2143&cropY1=263&cropY2=1588
1254,Miao Shouliang,Miao,63,China,M,real estate,Real Estate,2000.0,0.0,,1270,https://specials-images.forbesimg.com/imageserve/589d2e55a7ea431f32192a5e/416x416.jpg?background=000000&cropX1=29&cropX2=723&cropY1=103&cropY2=798
1255,Lachhman Das Mittal,Mittal,87,India,M,tractors,Automotive,2000.0,0.0,,1427,https://specials-images.forbesimg.com/imageserve/59cc1536a7ea434a34f46d14/416x416.jpg?background=000000&cropX1=15&cropX2=2304&cropY1=5&cropY2=2296
1256,Mario Moretti Polegato,Moretti Polegato,65,Italy,M,shoes,Fashion & Retail,2000.0,0.0,,1326,https://specials-images.forbesimg.com/imageserve/5a7f982131358e4955ad1e63/416x416.jpg?background=000000&cropX1=12&cropX2=2905&cropY1=0&cropY2=2895
1257,Vadim Moshkovich,Moshkovich,51,Russia,M,"agriculture, land",Food and Beverage,2000.0,0.001,,1179,https://specials-images.forbesimg.com/imageserve/5a80c31da7ea431690133cac/416x416.jpg?background=000000&cropX1=668&cropX2=2596&cropY1=7&cropY2=1935
1258,Mofatraj Munot,Munot,73,India,M,real estate,Real Estate,2000.0,0.0,,1525,https:http://specials-images.forbesimg.com/imageserve/7c6c5d8021800a5b72c6170da704db3c/416x416.jpg?background=000000&cropX1=56&cropX2=567&cropY1=31&cropY2=542
1259,Jonathan Nelson,Nelson,62,United States,M,private equity,Finance and Investments,2000.0,0.0,,1361,https://specials-images.forbesimg.com/imageserve/57e196d24bbe6f6781c5301d/416x416.jpg?background=000000&cropX1=21&cropX2=667&cropY1=250&cropY2=896
1260,Florentino Perez,Perez,71,Spain,M,construction,Construction & Engineering,2000.0,0.0,,1115,https://specials-images.forbesimg.com/imageserve/5a810d9b4bbe6f2652f544ac/416x416.jpg?background=000000&cropX1=60&cropX2=2760&cropY1=282&cropY2=2984
1261,Chuchat & Daonapa Petaumpai,Petaumpai,65,Thailand,,motorcycle loans,Finance and Investments,2000.0,-0.001,,1477,https://specials-images.forbesimg.com/imageserve/592d7a004bbe6f1b730adefd/416x416.jpg?background=000000&cropX1=64&cropX2=354&cropY1=50&cropY2=340
1262,Peter Peterson,Peterson,92,United States,M,investments,Finance and Investments,2000.0,,,1477,https://specials-images.forbesimg.com/imageserve/301309845d8d9ff310b38d473fd6da2b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=92&cropY2=836
1263,Arvind Poddar,Poddar,60,India,M,tires,Automotive,2000.0,0.0,,1308,https://specials-images.forbesimg.com/imageserve/59cc1d9b31358e542c02fcb0/416x416.jpg?background=000000&cropX1=43&cropX2=2087&cropY1=141&cropY2=2185
1264,Murdaya Poo,Poo,77,Indonesia,M,diversified,Diversified,2000.0,0.0,,1398,https://specials-images.forbesimg.com/imageserve/58adc4234bbe6f0e55874af8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812
1265,Ren Zhengfei,Ren,74,China,M,telecom equipment,Telecom,2000.0,0.0,,1702,https:http://specials-images.forbesimg.com/imageserve/56c6960fe4b062f6b59a146c/416x416.jpg?background=000000&cropX1=279&cropX2=635&cropY1=314&cropY2=670
1266,Antony Ressler,Ressler,56,United States,M,finance,Finance and Investments,2000.0,0.0,,1235,https://specials-images.forbesimg.com/imageserve/5a8ed46831358e4955ae0767/416x416.jpg?background=000000&cropX1=1020&cropX2=1941&cropY1=240&cropY2=1161
1267,Francisco Jose Riberas Mera,Riberas Mera,54,Spain,M,"steel, autoparts",Manufacturing,2000.0,0.0,,1159,https://specials-images.forbesimg.com/imageserve/5a810f404bbe6f2652f544b8/416x416.jpg?background=000000&cropX1=48&cropX2=1351&cropY1=340&cropY2=1642
1268,Rodney Sacks,Sacks,68,United States,M,energy drinks,Food and Beverage,2000.0,-31.543,,1357,https://specials-images.forbesimg.com/imageserve/5a8ee8a44bbe6f2652f63740/416x416.jpg?background=000000&cropX1=505&cropX2=2548&cropY1=0&cropY2=2044
1269,Hilton Schlosberg,Schlosberg,65,United Kingdom,M,energy drinks,Food and Beverage,2000.0,-18.864,,1335,https://specials-images.forbesimg.com/imageserve/56cc6b78e4b062f6b59a5137/416x416.jpg?background=000000&cropX1=134&cropX2=654&cropY1=44&cropY2=564
1270,Brian Sheth,Sheth,42,United States,M,investments,Finance and Investments,2000.0,0.0,,1236,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624
1271,Lucy Stitzer,Stitzer,58,United States,F,Cargill,Food and Beverage,2000.0,0.0,,1222,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624
1272,Su Suyu,Su,69,China,F,"utilities, real estate",Real Estate,2000.0,0.0,,1429,https://specials-images.forbesimg.com/imageserve/564a387be4b0ffa7afe72f81/416x416.jpg?background=000000&cropX1=58&cropX2=681&cropY1=0&cropY2=624
1273,Satoshi Suzuki,Suzuki,64,Japan,M,cosmetics,Fashion & Retail,2000.0,0.0,,1044,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropX1=0&cropX2=622&cropY1=6&cropY2=628
1274,Katherine Tanner,Tanner,62,United States,F,Cargill,Food and Beverage,2000.0,0.0,,1221,https://specials-images.forbesimg.com/imageserve/551ad52fe4b0ffa93fd26776/416x416.jpg?background=000000&cropX1=0&cropX2=622&cropY1=6&cropY2=628
1275,Arvind Tiku,Tiku,48,India,M,"oil & gas, investments",Energy,2000.0,0.0,,1075,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
1276,Wang Liping,Wang,52,China,M,hydraulic machinery,Manufacturing,2000.0,0.0,,1227,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
1277,Wang Xicheng,Wang,69,China,M,tires,Manufacturing,2000.0,0.0,,1428,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754
1278,Wei Shaojun,Wei,55,China,M,real estate,Real Estate,2000.0,0.0,,1610,https://specials-images.forbesimg.com/imageserve/6831d2c5e08db906f140f99ef0391369/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=40&cropY2=784
1279,Amy Wyss,Wyss,47,United States,F,medical equipment,Healthcare,2000.0,0.0,,1259,https://specials-images.forbesimg.com/imageserve/55fb1546e4b0ffa7afe4b467/416x416.jpg?background=000000&cropX1=93&cropX2=632&cropY1=53&cropY2=593
1280,Jon Yarbrough,Yarbrough,61,United States,M,video games,Gambling & Casinos,2000.0,0.0,,1240,https://specials-images.forbesimg.com/imageserve/dd7552476d261280b2c8fcc28c43eb78/416x416.jpg?background=000000&cropX1=137&cropX2=577&cropY1=48&cropY2=488
1281,Vladimir Yevtushenkov,Yevtushenkov,69,Russia,M,"telecom, investments",Telecom,2000.0,0.0,,1544,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropX1=6&cropX2=2701&cropY1=0&cropY2=2697
1282,Charles Zegar,Zegar,70,United States,M,Bloomberg LP,Media & Entertainment,2000.0,0.0,,1124,https://specials-images.forbesimg.com/imageserve/5a80c9d631358e4955ad2cc7/416x416.jpg?background=000000&cropX1=6&cropX2=2701&cropY1=0&cropY2=2697
1283,Zhu Baoguo,Zhu,56,China,M,pharmaceuticals,Healthcare,2000.0,0.0,,1224,https://specials-images.forbesimg.com/imageserve/589f386aa7ea431f3219482d/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758
1284,Saif Al Ghurair,Al Ghurair,94,United Arab Emirates,M,diversified,Diversified,1900.0,5.485,,1281,https://specials-images.forbesimg.com/imageserve/5b907c1f479b257341b58dc6bcfca523/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
1285,Syed Mokhtar AlBukhary,AlBukhary,66,Malaysia,M,"engineering, energy, construction",Diversified,1900.0,0.001,,1600,https://specials-images.forbesimg.com/imageserve/34ecc96674c89b47c3c26a4fd3c61898/416x416.jpg?background=000000&cropX1=171&cropX2=569&cropY1=77&cropY2=475
1286,Miriam Baumann-Blocher,Baumann-Blocher,43,Switzerland,F,chemicals,Manufacturing,1900.0,0.0,,1353,https://specials-images.forbesimg.com/imageserve/56cc2e6fe4b062f6b59a4fc4/416x416.jpg?background=000000&cropX1=176&cropX2=736&cropY1=122&cropY2=683
1287,Albert Berner,Berner,82,Germany,M,fasteners,Manufacturing,1900.0,0.0,,1328,https://specials-images.forbesimg.com/imageserve/f5c29e3cca4603520881dc6d5c9e2c6b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=19&cropY2=762
1288,Thomas Bruch,Bruch,68,Germany,M,retail,Fashion & Retail,1900.0,0.0,,1369,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1289,Chang Yun Chung,Chang,99,Singapore,M,shipping,Logistics,1900.0,0.0,,1330,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1290,Kiat Chiaravanont,Chiaravanont,,Thailand,M,diversified,Diversified,1900.0,0.0,,1358,https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1291,Jean-Paul and Martine Clozel,Clozel,,Switzerland,,pharmaceuticals,Healthcare,1900.0,0.0,,1251,https://specials-images.forbesimg.com/imageserve/5a812736a7ea4316901340c1/416x416.jpg?background=000000&cropX1=1951&cropX2=4163&cropY1=658&cropY2=2868
1292,Benjamin de Rothschild,de Rothschild,54,Switzerland,M,banking,Finance and Investments,1900.0,0.0,,1363,https://specials-images.forbesimg.com/imageserve/5a8123ab4bbe6f2652f54614/416x416.jpg?background=000000&cropX1=484&cropX2=2473&cropY1=4&cropY2=1991
1293,James Dinan,Dinan,59,United States,M,hedge funds,Finance and Investments,1900.0,0.0,,1171,https://specials-images.forbesimg.com/imageserve/5a8eddbd4bbe6f2652f635d5/416x416.jpg?background=000000&cropX1=570&cropX2=2499&cropY1=167&cropY2=2096
